0#0-(0.294891,0.388227) 1-(0.332226,0.383046) 2-(0.36519,0.374554) 3-(0.389191,0.423172) 4-(0.401448,0.468614) 5-(0.316267,0.224324) 6-(0.334413,0.308903) 7-(0.357154,0.404882) 8-(0.367808,0.456913) 9-(0.265608,0.244825) 10-(0.286324,0.364642) 11-(0.319722,0.452126) 12-(0.335092,0.470396) 13-(0.230641,0.298047) 14-(0.248622,0.41282) 15-(0.282639,0.474339) 16-(0.295697,0.474818) 17-(0.208064,0.355504) 18-(0.223938,0.444682) 19-(0.251943,0.491934) 20-(0.263075,0.492319) 
33333#0-(0.271741,0.474517) 1-(0.323144,0.452132) 2-(0.357595,0.459976) 3-(0.383947,0.528984) 4-(0.402672,0.600791) 5-(0.328497,0.304999) 6-(0.354087,0.412257) 7-(0.360382,0.484939) 8-(0.361277,0.503022) 9-(0.276094,0.317352) 10-(0.306428,0.460091) 11-(0.308923,0.496213) 12-(0.304989,0.462647) 13-(0.236075,0.364832) 14-(0.269133,0.502856) 15-(0.275721,0.510411) 16-(0.272159,0.466886) 17-(0.208315,0.418679) 18-(0.237828,0.527045) 19-(0.245674,0.530199) 20-(0.241396,0.490048) 
66666#0-(0.265984,0.911074) 1-(0.348229,0.759092) 2-(0.381635,0.636928) 3-(0.37897,0.562909) 4-(0.359339,0.556236) 5-(0.339537,0.512373) 6-(0.326565,0.326887) 7-(0.342356,0.384383) 8-(0.347818,0.464295) 9-(0.294698,0.516936) 10-(0.27675,0.312306) 11-(0.294249,0.388663) 12-(0.297246,0.478099) 13-(0.251622,0.538953) 14-(0.2286,0.361845) 15-(0.243908,0.430887) 16-(0.250085,0.522963) 17-(0.211928,0.579421) 18-(0.186599,0.445592) 19-(0.197877,0.454526) 20-(0.206691,0.507493) 21-(0.272561,0.550976) 22-(0.327548,0.51057) 23-(0.371045,0.519619) 24-(0.385752,0.595651) 25-(0.379502,0.672808) 26-(0.327485,0.319377) 27-(0.356822,0.472094) 28-(0.367406,0.54305) 29-(0.366464,0.553261) 30-(0.269891,0.33727) 31-(0.311046,0.545248) 32-(0.319988,0.57094) 33-(0.314062,0.524796) 34-(0.228674,0.397554) 35-(0.268182,0.583005) 36-(0.282125,0.58418) 37-(0.275745,0.533985) 38-(0.200737,0.470347) 39-(0.237768,0.601551) 40-(0.250902,0.603696) 41-(0.24418,0.562019) 
100000#0-(0.268387,0.812248) 1-(0.353337,0.684306) 2-(0.394398,0.600371) 3-(0.403365,0.567877) 4-(0.392368,0.582114) 5-(0.331928,0.536732) 6-(0.31988,0.36988) 7-(0.343125,0.424036) 8-(0.358782,0.503223) 9-(0.285907,0.557503) 10-(0.271066,0.362838) 11-(0.294355,0.433722) 12-(0.304958,0.521941) 13-(0.244101,0.582738) 14-(0.224474,0.396701) 15-(0.245931,0.462017) 16-(0.257707,0.549061) 17-(0.207325,0.616191) 18-(0.166941,0.464462) 19-(0.170281,0.449277) 20-(0.174971,0.473554) 21-(0.272846,0.535068) 22-(0.329998,0.51496) 23-(0.374298,0.523507) 24-(0.386762,0.598592) 25-(0.379808,0.668563) 26-(0.320408,0.349116) 27-(0.353934,0.486474) 28-(0.376249,0.595296) 29-(0.383726,0.649807) 30-(0.256676,0.371862) 31-(0.309619,0.583911) 32-(0.323026,0.625988) 33-(0.320116,0.58891) 34-(0.213895,0.43168) 35-(0.270075,0.618112) 36-(0.285128,0.623327) 37-(0.281263,0.574149) 38-(0.186937,0.498706) 39-(0.235774,0.619566) 40-(0.25297,0.631268) 41-(0.251032,0.59804) 
133333#0-(0.273151,0.50421) 1-(0.337016,0.486773) 2-(0.38,0.530571) 3-(0.392453,0.628523) 4-(0.381542,0.721591) 5-(0.310571,0.383741) 6-(0.333876,0.55945) 7-(0.359903,0.680647) 8-(0.374299,0.752892) 9-(0.247433,0.418612) 10-(0.292174,0.632593) 11-(0.315299,0.665362) 12-(0.322901,0.643964) 13-(0.206931,0.479175) 14-(0.25529,0.661317) 15-(0.278728,0.669058) 16-(0.281624,0.63452) 17-(0.186499,0.545354) 18-(0.22518,0.671707) 19-(0.249587,0.677333) 20-(0.253972,0.644553) 
166666#0-(0.273009,0.375482) 1-(0.339098,0.401284) 2-(0.374671,0.477117) 3-(0.394291,0.575043) 4-(0.414548,0.64237) 5-(0.303669,0.432183) 6-(0.322427,0.585457) 7-(0.349326,0.667365) 8-(0.362268,0.710806) 9-(0.248941,0.463858) 10-(0.285558,0.640411) 11-(0.307111,0.687998) 12-(0.312871,0.689978) 13-(0.210815,0.491725) 14-(0.245236,0.660295) 15-(0.263272,0.701354) 16-(0.262799,0.707546) 17-(0.185125,0.515799) 18-(0.192865,0.627071) 19-(0.195898,0.658359) 20-(0.188901,0.667937) 
200000#0-(0.270139,0.426427) 1-(0.339442,0.400517) 2-(0.373769,0.439485) 3-(0.391209,0.484283) 4-(0.414374,0.500318) 5-(0.303457,0.483293) 6-(0.330087,0.669307) 7-(0.364421,0.781414) 8-(0.388334,0.836365) 9-(0.249444,0.533849) 10-(0.287981,0.704088) 11-(0.306475,0.719216) 12-(0.31223,0.691262) 13-(0.211772,0.56445) 14-(0.24861,0.727912) 15-(0.262448,0.742432) 16-(0.263231,0.730833) 17-(0.187018,0.581702) 18-(0.191171,0.687446) 19-(0.19003,0.692642) 20-(0.181439,0.682113) 
233333#0-(0.28028,0.461127) 1-(0.343056,0.450219) 2-(0.377761,0.497018) 3-(0.398699,0.56014) 4-(0.420082,0.588133) 5-(0.315421,0.510264) 6-(0.348713,0.658848) 7-(0.385099,0.761002) 8-(0.412349,0.830308) 9-(0.25994,0.55613) 10-(0.293252,0.704823) 11-(0.315663,0.755982) 12-(0.320416,0.776898) 13-(0.218451,0.595911) 14-(0.248722,0.766919) 15-(0.273588,0.822338) 16-(0.281081,0.850896) 17-(0.189776,0.627841) 18-(0.202158,0.747694) 19-(0.215117,0.790985) 20-(0.216859,0.821183) 
266666#0-(0.279987,0.468616) 1-(0.345127,0.434355) 2-(0.383079,0.447937) 3-(0.400118,0.462812) 4-(0.424288,0.452618) 5-(0.317177,0.55351) 6-(0.340667,0.69608) 7-(0.356296,0.805309) 8-(0.366812,0.875285) 9-(0.265186,0.616596) 10-(0.283252,0.753226) 11-(0.300176,0.812293) 12-(0.309664,0.832263) 13-(0.224064,0.655934) 14-(0.23344,0.763238) 15-(0.248783,0.818671) 16-(0.258828,0.852534) 17-(0.195346,0.670378) 18-(0.205044,0.760193) 19-(0.208573,0.80729) 20-(0.209127,0.837365) 
300000#0-(0.27089,0.634048) 1-(0.337138,0.639741) 2-(0.361686,0.717864) 3-(0.356672,0.816469) 4-(0.343176,0.885886) 5-(0.310892,0.640547) 6-(0.336636,0.854382) 7-(0.352403,0.904728) 8-(0.354895,0.910625) 9-(0.256869,0.665519) 10-(0.286971,0.909284) 11-(0.314766,0.896464) 12-(0.321476,0.842716) 13-(0.216304,0.710898) 14-(0.249789,0.925988) 15-(0.280563,0.914016) 16-(0.288066,0.874656) 17-(0.188085,0.762626) 18-(0.219675,0.92037) 19-(0.249813,0.917367) 20-(0.263093,0.887728) 
333333#0-(0.277039,0.650764) 1-(0.341128,0.654972) 2-(0.366254,0.720833) 3-(0.360516,0.806504) 4-(0.34635,0.872564) 5-(0.314615,0.678354) 6-(0.33643,0.881421) 7-(0.352126,0.914997) 8-(0.354842,0.909313) 9-(0.25941,0.704711) 10-(0.291942,0.942369) 11-(0.318878,0.922683) 12-(0.32362,0.86762) 13-(0.217062,0.74674) 14-(0.252284,0.957353) 15-(0.282434,0.939056) 16-(0.288237,0.896508) 17-(0.185999,0.790085) 18-(0.221219,0.946745) 19-(0.250654,0.941203) 20-(0.261132,0.910778) 
