0#0-(0.350937,0.856385) 1-(0.383912,0.847897) 2-(0.401848,0.773611) 3-(0.378058,0.710169) 4-(0.347209,0.69253) 5-(0.381955,0.682028) 6-(0.383988,0.599863) 7-(0.381881,0.545237) 8-(0.377292,0.495735) 9-(0.355917,0.675586) 10-(0.356444,0.584916) 11-(0.35593,0.516473) 12-(0.353007,0.456596) 13-(0.332498,0.687858) 14-(0.330326,0.601215) 15-(0.328342,0.533652) 16-(0.324439,0.472134) 17-(0.309543,0.717106) 18-(0.306351,0.650745) 19-(0.304754,0.606281) 20-(0.301232,0.55964) 
33333#0-(0.339031,0.699928) 1-(0.369579,0.68904) 2-(0.38433,0.670133) 3-(0.38223,0.671998) 4-(0.366971,0.688051) 5-(0.375141,0.615975) 6-(0.377679,0.549055) 7-(0.373728,0.510435) 8-(0.37042,0.476131) 9-(0.354073,0.620759) 10-(0.35637,0.540813) 11-(0.352896,0.489939) 12-(0.351987,0.442516) 13-(0.333211,0.636076) 14-(0.329676,0.565448) 15-(0.324306,0.517093) 16-(0.324817,0.475604) 17-(0.313967,0.661232) 18-(0.306566,0.618176) 19-(0.300087,0.587728) 20-(0.2978,0.561119) 
66666#0-(0.338746,0.699596) 1-(0.371461,0.686814) 2-(0.386653,0.666934) 3-(0.382997,0.669378) 4-(0.363689,0.687086) 5-(0.377051,0.621951) 6-(0.379264,0.555447) 7-(0.374602,0.516322) 8-(0.370199,0.482554) 9-(0.354885,0.626687) 10-(0.357146,0.545331) 11-(0.353558,0.491082) 12-(0.351549,0.441842) 13-(0.332874,0.640024) 14-(0.329592,0.568745) 15-(0.325145,0.517607) 16-(0.325626,0.47348) 17-(0.312939,0.661419) 18-(0.306533,0.617935) 19-(0.30005,0.586281) 20-(0.297224,0.557627) 
100000#0-(0.339642,0.717432) 1-(0.371561,0.702145) 2-(0.386232,0.681419) 3-(0.378748,0.682144) 4-(0.356609,0.697457) 5-(0.375102,0.621845) 6-(0.376815,0.552135) 7-(0.37271,0.511839) 8-(0.368084,0.475375) 9-(0.3523,0.628729) 10-(0.354512,0.549443) 11-(0.353254,0.497697) 12-(0.35218,0.449714) 13-(0.329751,0.645156) 14-(0.327859,0.577839) 15-(0.326219,0.527135) 16-(0.326766,0.482181) 17-(0.309358,0.670687) 18-(0.302082,0.630727) 19-(0.297229,0.597039) 20-(0.294749,0.564255) 
133333#0-(0.337275,0.709471) 1-(0.369502,0.696128) 2-(0.384855,0.675754) 3-(0.378166,0.680166) 4-(0.356545,0.697852) 5-(0.373584,0.613205) 6-(0.37512,0.547184) 7-(0.371467,0.508443) 8-(0.366968,0.473584) 9-(0.352052,0.618542) 10-(0.352629,0.542249) 11-(0.351248,0.493884) 12-(0.350703,0.445648) 13-(0.330584,0.634823) 14-(0.327634,0.56913) 15-(0.325513,0.522207) 16-(0.325628,0.478446) 17-(0.31097,0.662378) 18-(0.303422,0.626895) 19-(0.297977,0.595826) 20-(0.294388,0.56407) 
166666#0-(0.339779,0.695286) 1-(0.369495,0.677825) 2-(0.382496,0.655042) 3-(0.373545,0.655721) 4-(0.35169,0.672135) 5-(0.374409,0.602424) 6-(0.376139,0.538999) 7-(0.370813,0.504955) 8-(0.366887,0.474408) 9-(0.352185,0.608203) 10-(0.351263,0.531729) 11-(0.347206,0.485235) 12-(0.347293,0.440786) 13-(0.330663,0.626925) 14-(0.324515,0.563666) 15-(0.320886,0.519011) 16-(0.3224,0.479329) 17-(0.311318,0.655614) 18-(0.304228,0.618504) 19-(0.300479,0.589724) 20-(0.300022,0.562338) 
200000#0-(0.338585,0.707616) 1-(0.369943,0.690373) 2-(0.382563,0.666636) 3-(0.376991,0.661635) 4-(0.3578,0.672633) 5-(0.373983,0.61649) 6-(0.375486,0.547905) 7-(0.371214,0.509445) 8-(0.367726,0.475395) 9-(0.352055,0.624243) 10-(0.352187,0.541261) 11-(0.348182,0.489479) 12-(0.346837,0.441219) 13-(0.330239,0.64162) 14-(0.324343,0.569442) 15-(0.319006,0.519325) 16-(0.318818,0.475409) 17-(0.310818,0.666957) 18-(0.303337,0.62268) 19-(0.297643,0.588793) 20-(0.295618,0.557737) 
233333#0-(0.343396,0.689604) 1-(0.373156,0.672048) 2-(0.385606,0.64717) 3-(0.377848,0.642706) 4-(0.357657,0.656917) 5-(0.373921,0.600705) 6-(0.37378,0.534779) 7-(0.367822,0.500333) 8-(0.364237,0.46844) 9-(0.350192,0.608449) 10-(0.348399,0.53141) 11-(0.342364,0.483798) 12-(0.340903,0.439905) 13-(0.32812,0.627608) 14-(0.320276,0.562921) 15-(0.315009,0.517835) 16-(0.316243,0.479417) 17-(0.309641,0.65488) 18-(0.29996,0.618491) 19-(0.295338,0.590376) 20-(0.294315,0.565404) 
266666#0-(0.338952,0.673797) 1-(0.370003,0.657977) 2-(0.384481,0.638095) 3-(0.378938,0.640617) 4-(0.360414,0.662703) 5-(0.371149,0.589324) 6-(0.372319,0.531892) 7-(0.366008,0.502697) 8-(0.362207,0.474255) 9-(0.347559,0.596624) 10-(0.346754,0.526376) 11-(0.341973,0.484215) 12-(0.342351,0.44585) 13-(0.326398,0.616057) 14-(0.320596,0.554823) 15-(0.31523,0.517512) 16-(0.316473,0.486813) 17-(0.308011,0.644138) 18-(0.29916,0.60663) 19-(0.296088,0.583423) 20-(0.297946,0.56557) 
300000#0-(0.344358,0.683096) 1-(0.355738,0.672625) 2-(0.361105,0.648027) 3-(0.349943,0.633964) 4-(0.331193,0.628532) 5-(0.36055,0.596819) 6-(0.358981,0.540452) 7-(0.356099,0.508713) 8-(0.354331,0.477443) 9-(0.345053,0.603253) 10-(0.34394,0.550074) 11-(0.344447,0.512681) 12-(0.34432,0.474642) 13-(0.330782,0.623055) 14-(0.321593,0.591497) 15-(0.31863,0.545562) 16-(0.317925,0.498717) 17-(0.31702,0.65206) 18-(0.309919,0.639971) 19-(0.304329,0.629879) 20-(0.300565,0.617165) 21-(0.344748,0.857223) 22-(0.374147,0.842519) 23-(0.391533,0.766768) 24-(0.367285,0.705538) 25-(0.333818,0.696137) 26-(0.373615,0.675126) 27-(0.375808,0.589378) 28-(0.373639,0.534627) 29-(0.368161,0.485435) 30-(0.348298,0.668032) 31-(0.349611,0.573559) 32-(0.349117,0.504182) 33-(0.344814,0.445594) 34-(0.32554,0.681243) 35-(0.324029,0.591669) 36-(0.322188,0.522487) 37-(0.317345,0.459972) 38-(0.303473,0.713543) 39-(0.300302,0.64514) 40-(0.299206,0.597448) 41-(0.295563,0.54837) 
333333#0-(0.347571,0.689889) 1-(0.319956,0.669445) 2-(0.304008,0.629135) 3-(0.298417,0.595685) 4-(0.297514,0.567119) 5-(0.316817,0.613258) 6-(0.311697,0.561812) 7-(0.31259,0.521925) 8-(0.314606,0.483092) 9-(0.338886,0.618972) 10-(0.338019,0.563601) 11-(0.342123,0.520776) 12-(0.34259,0.479237) 13-(0.358966,0.630765) 14-(0.354654,0.582431) 15-(0.351167,0.531751) 16-(0.345997,0.482828) 17-(0.374195,0.648293) 18-(0.370876,0.608173) 19-(0.365264,0.581039) 20-(0.357553,0.555648) 21-(0.338888,0.877862) 22-(0.374997,0.845141) 23-(0.391257,0.760962) 24-(0.362969,0.696951) 25-(0.331835,0.690423) 26-(0.371405,0.67248) 27-(0.374088,0.585948) 28-(0.373467,0.531906) 29-(0.368615,0.484637) 30-(0.345451,0.666718) 31-(0.346929,0.570059) 32-(0.347299,0.501992) 33-(0.343623,0.445188) 34-(0.321919,0.679811) 35-(0.321311,0.590025) 36-(0.319898,0.524219) 37-(0.315467,0.465485) 38-(0.298974,0.709533) 39-(0.29642,0.637999) 40-(0.296803,0.590204) 41-(0.295041,0.542909) 
366666#0-(0.349768,0.688812) 1-(0.318348,0.662341) 2-(0.299784,0.62526) 3-(0.2917,0.591907) 4-(0.288425,0.553294) 5-(0.32431,0.620997) 6-(0.319296,0.573028) 7-(0.317419,0.535932) 8-(0.314186,0.501143) 9-(0.34823,0.621671) 10-(0.344905,0.57257) 11-(0.343642,0.524129) 12-(0.337944,0.474137) 13-(0.366473,0.628355) 14-(0.3602,0.592863) 15-(0.354046,0.549006) 16-(0.345955,0.510693) 17-(0.377776,0.643509) 18-(0.367914,0.613604) 19-(0.357033,0.599574) 20-(0.345871,0.591379) 21-(0.339453,0.894225) 22-(0.375578,0.851285) 23-(0.389766,0.759548) 24-(0.360332,0.692804) 25-(0.331005,0.679973) 26-(0.372903,0.666221) 27-(0.376568,0.586426) 28-(0.375298,0.533897) 29-(0.369774,0.485045) 30-(0.346485,0.661128) 31-(0.347098,0.570451) 32-(0.346441,0.506508) 33-(0.34138,0.44858) 34-(0.323197,0.674344) 35-(0.320714,0.59164) 36-(0.31852,0.529403) 37-(0.313381,0.469425) 38-(0.300882,0.70608) 39-(0.297012,0.642099) 40-(0.296858,0.598163) 41-(0.295314,0.551294) 
400000#0-(0.337608,0.722651) 1-(0.363533,0.710501) 2-(0.371759,0.684269) 3-(0.359819,0.671888) 4-(0.341683,0.663347) 5-(0.368862,0.63118) 6-(0.370746,0.568019) 7-(0.370256,0.530169) 8-(0.365455,0.489406) 9-(0.345265,0.628222) 10-(0.344109,0.558834) 11-(0.34513,0.50562) 12-(0.342668,0.451773) 13-(0.323947,0.638116) 14-(0.316442,0.583518) 15-(0.313906,0.532928) 16-(0.309842,0.484077) 17-(0.304899,0.658416) 18-(0.295337,0.623265) 19-(0.290935,0.591623) 20-(0.286028,0.558355) 21-(0.339345,0.904841) 22-(0.375609,0.854041) 23-(0.391708,0.757814) 24-(0.364069,0.689013) 25-(0.335324,0.67828) 26-(0.372955,0.662685) 27-(0.376164,0.582088) 28-(0.374009,0.530777) 29-(0.368089,0.482279) 30-(0.346291,0.659551) 31-(0.347159,0.567539) 32-(0.346597,0.506226) 33-(0.342025,0.449969) 34-(0.322767,0.673835) 35-(0.321194,0.59022) 36-(0.319954,0.530581) 37-(0.315893,0.471848) 38-(0.299931,0.706723) 39-(0.297039,0.641808) 40-(0.296983,0.596471) 41-(0.295511,0.545607) 
433333#0-(0.338758,0.731641) 1-(0.36395,0.724912) 2-(0.37771,0.700846) 3-(0.363051,0.688477) 4-(0.338687,0.688927) 5-(0.37177,0.636205) 6-(0.37229,0.574641) 7-(0.368799,0.534092) 8-(0.363668,0.492029) 9-(0.348042,0.630595) 10-(0.345401,0.561368) 11-(0.345103,0.511882) 12-(0.343425,0.46275) 13-(0.324826,0.641194) 14-(0.318114,0.580069) 15-(0.31639,0.534707) 16-(0.313566,0.488092) 17-(0.303125,0.664478) 18-(0.296533,0.618004) 19-(0.294394,0.585334) 20-(0.292021,0.550682) 21-(0.339588,0.915758) 22-(0.376357,0.853924) 23-(0.391968,0.758622) 24-(0.365385,0.688438) 25-(0.33851,0.675646) 26-(0.373674,0.663746) 27-(0.37717,0.580578) 28-(0.375104,0.531204) 29-(0.369251,0.484731) 30-(0.347,0.659205) 31-(0.348692,0.564931) 32-(0.348591,0.506216) 33-(0.344314,0.453397) 34-(0.323046,0.672696) 35-(0.322118,0.585874) 36-(0.321234,0.527154) 37-(0.317513,0.470768) 38-(0.299316,0.70442) 39-(0.296542,0.637009) 40-(0.297137,0.591224) 41-(0.296299,0.54099) 
466666#0-(0.335499,0.741863) 1-(0.364154,0.728371) 2-(0.379157,0.697346) 3-(0.362147,0.682308) 4-(0.33425,0.68895) 5-(0.368687,0.637414) 6-(0.369394,0.572041) 7-(0.366126,0.528798) 8-(0.361386,0.483633) 9-(0.344978,0.635349) 10-(0.343465,0.564758) 11-(0.342599,0.513661) 12-(0.340229,0.465461) 13-(0.32177,0.647978) 14-(0.318064,0.58377) 15-(0.315806,0.535228) 16-(0.312483,0.486836) 17-(0.300466,0.672889) 18-(0.295389,0.626369) 19-(0.292305,0.592972) 20-(0.288375,0.557874) 21-(0.338124,0.927026) 22-(0.375375,0.857537) 23-(0.390692,0.760706) 24-(0.363482,0.689998) 25-(0.338135,0.675981) 26-(0.374568,0.664301) 27-(0.376873,0.581747) 28-(0.37557,0.533077) 29-(0.370904,0.489323) 30-(0.34797,0.658034) 31-(0.349036,0.562945) 32-(0.349913,0.505882) 33-(0.346522,0.455423) 34-(0.324095,0.670461) 35-(0.321633,0.584106) 36-(0.32108,0.527298) 37-(0.317357,0.473329) 38-(0.300541,0.700702) 39-(0.295812,0.635563) 40-(0.295187,0.590065) 41-(0.293008,0.541253) 
500000#0-(0.336636,0.74987) 1-(0.366686,0.727932) 2-(0.380089,0.694065) 3-(0.360106,0.679913) 4-(0.330207,0.691536) 5-(0.369253,0.643521) 6-(0.370878,0.573971) 7-(0.367609,0.528739) 8-(0.362348,0.482664) 9-(0.344955,0.641592) 10-(0.344796,0.565408) 11-(0.343492,0.510327) 12-(0.340683,0.461249) 13-(0.321739,0.653598) 14-(0.31837,0.582628) 15-(0.315234,0.529059) 16-(0.311407,0.478419) 17-(0.30061,0.676496) 18-(0.296381,0.625067) 19-(0.293379,0.589584) 20-(0.289346,0.554053) 21-(0.336035,0.937307) 22-(0.374134,0.860791) 23-(0.388981,0.762051) 24-(0.361506,0.691035) 25-(0.337049,0.67673) 26-(0.375889,0.667927) 27-(0.378577,0.583763) 28-(0.376521,0.534595) 29-(0.370707,0.489473) 30-(0.348666,0.662324) 31-(0.349146,0.565104) 32-(0.348264,0.50776) 33-(0.343294,0.457948) 34-(0.324512,0.674901) 35-(0.32058,0.586699) 36-(0.319122,0.529772) 37-(0.314857,0.476947) 38-(0.301265,0.705241) 39-(0.29513,0.639477) 40-(0.29294,0.594954) 41-(0.28929,0.546991) 
533333#0-(0.337162,0.757943) 1-(0.371482,0.736082) 2-(0.385388,0.70286) 3-(0.363994,0.692387) 4-(0.331038,0.704558) 5-(0.370287,0.641993) 6-(0.370435,0.573617) 7-(0.366573,0.528822) 8-(0.360865,0.481702) 9-(0.345425,0.641935) 10-(0.345108,0.567158) 11-(0.34374,0.512117) 12-(0.340592,0.459255) 13-(0.322101,0.656878) 14-(0.318925,0.589133) 15-(0.316524,0.536182) 16-(0.31308,0.482901) 17-(0.300981,0.685241) 18-(0.296871,0.635642) 19-(0.294648,0.598782) 20-(0.291978,0.559515) 21-(0.331286,0.939949) 22-(0.371689,0.858413) 23-(0.387287,0.761567) 24-(0.363215,0.686626) 25-(0.341519,0.660451) 26-(0.376003,0.669547) 27-(0.377892,0.58) 28-(0.375345,0.531787) 29-(0.368737,0.48705) 30-(0.348312,0.66298) 31-(0.349604,0.564578) 32-(0.34965,0.506947) 33-(0.345152,0.456189) 34-(0.323199,0.672998) 35-(0.321355,0.585541) 36-(0.32108,0.528689) 37-(0.318462,0.474573) 38-(0.298654,0.701518) 39-(0.294676,0.637305) 40-(0.293527,0.593376) 41-(0.291512,0.545028) 
566666#0-(0.33554,0.7694) 1-(0.37039,0.749224) 2-(0.385148,0.709913) 3-(0.361951,0.692116) 4-(0.327718,0.70085) 5-(0.370162,0.645744) 6-(0.369477,0.573527) 7-(0.364514,0.525537) 8-(0.358581,0.476092) 9-(0.344167,0.644898) 10-(0.343704,0.569731) 11-(0.341566,0.512725) 12-(0.338565,0.458947) 13-(0.319836,0.65854) 14-(0.31617,0.590732) 15-(0.313006,0.536613) 16-(0.309532,0.48326) 17-(0.297421,0.684982) 18-(0.293973,0.634052) 19-(0.292269,0.598028) 20-(0.290266,0.558799) 21-(0.331329,0.938522) 22-(0.369235,0.85912) 23-(0.385097,0.763135) 24-(0.363908,0.690272) 25-(0.34405,0.661872) 26-(0.375528,0.661525) 27-(0.378155,0.572878) 28-(0.37455,0.52564) 29-(0.366295,0.47985) 30-(0.348263,0.656054) 31-(0.348966,0.56002) 32-(0.346731,0.503727) 33-(0.339754,0.453633) 34-(0.32328,0.667603) 35-(0.320326,0.581364) 36-(0.317755,0.526177) 37-(0.313133,0.474761) 38-(0.29822,0.697271) 39-(0.294702,0.634217) 40-(0.292471,0.591783) 41-(0.289669,0.544896) 
600000#0-(0.330802,0.775083) 1-(0.365911,0.75771) 2-(0.38407,0.717013) 3-(0.363056,0.691543) 4-(0.33055,0.696169) 5-(0.367995,0.649177) 6-(0.370176,0.578905) 7-(0.366423,0.529947) 8-(0.36136,0.48042) 9-(0.342014,0.645377) 10-(0.344486,0.569115) 11-(0.342716,0.510842) 12-(0.339331,0.456645) 13-(0.31805,0.655236) 14-(0.317663,0.585596) 15-(0.316253,0.530006) 16-(0.313339,0.476668) 17-(0.295452,0.67804) 18-(0.29369,0.625954) 19-(0.292932,0.589919) 20-(0.291035,0.552119) 21-(0.332838,0.94464) 22-(0.37041,0.861258) 23-(0.386886,0.765459) 24-(0.36238,0.692876) 25-(0.339969,0.673385) 26-(0.376686,0.667817) 27-(0.379033,0.579049) 28-(0.375667,0.53096) 29-(0.368618,0.485508) 30-(0.348899,0.660251) 31-(0.349762,0.562629) 32-(0.34781,0.505001) 33-(0.341828,0.454864) 34-(0.323493,0.669609) 35-(0.319822,0.581863) 36-(0.317631,0.525172) 37-(0.313004,0.473094) 38-(0.298555,0.697556) 39-(0.293413,0.632136) 40-(0.291495,0.58754) 41-(0.288599,0.539652) 
