0#0-(0.361354,0.697941) 1-(0.39771,0.670856) 2-(0.419394,0.600874) 3-(0.433976,0.557485) 4-(0.446483,0.517888) 5-(0.388559,0.468906) 6-(0.376278,0.381856) 7-(0.366374,0.330049) 8-(0.355907,0.281268) 9-(0.352687,0.48037) 10-(0.361292,0.458444) 11-(0.381689,0.531254) 12-(0.388764,0.573036) 13-(0.321615,0.519453) 14-(0.334732,0.52297) 15-(0.358622,0.586326) 16-(0.36742,0.620325) 17-(0.295946,0.569621) 18-(0.306994,0.578301) 19-(0.330755,0.61741) 20-(0.343215,0.639257) 
33333#0-(0.375415,0.714227) 1-(0.421038,0.687043) 2-(0.444644,0.609976) 3-(0.457245,0.569965) 4-(0.472139,0.543511) 5-(0.398588,0.468486) 6-(0.393012,0.372608) 7-(0.395461,0.32679) 8-(0.394082,0.299152) 9-(0.359177,0.486962) 10-(0.385581,0.477105) 11-(0.415489,0.554656) 12-(0.421576,0.598411) 13-(0.332187,0.53778) 14-(0.361844,0.559587) 15-(0.388998,0.629869) 16-(0.393833,0.657692) 17-(0.311998,0.596205) 18-(0.338267,0.629902) 19-(0.363538,0.67973) 20-(0.368344,0.69268) 
66666#0-(0.393737,0.750358) 1-(0.441682,0.715528) 2-(0.464997,0.642938) 3-(0.479499,0.601557) 4-(0.495303,0.582399) 5-(0.413345,0.502849) 6-(0.40963,0.423997) 7-(0.4168,0.407735) 8-(0.413584,0.390562) 9-(0.376716,0.518246) 10-(0.395513,0.497746) 11-(0.421649,0.568549) 12-(0.423783,0.59141) 13-(0.350484,0.561444) 14-(0.371404,0.569884) 15-(0.399084,0.638341) 16-(0.403487,0.659063) 17-(0.331389,0.61324) 18-(0.348871,0.636192) 19-(0.374231,0.686756) 20-(0.378235,0.700259) 
100000#0-(0.410682,0.767659) 1-(0.4599,0.69697) 2-(0.476602,0.605712) 3-(0.485751,0.549118) 4-(0.499574,0.505182) 5-(0.429455,0.546195) 6-(0.453484,0.516939) 7-(0.471918,0.528516) 8-(0.478298,0.542334) 9-(0.392247,0.573826) 10-(0.443994,0.636325) 11-(0.463539,0.678393) 12-(0.464008,0.693649) 13-(0.369274,0.630944) 14-(0.421741,0.701424) 15-(0.435709,0.734294) 16-(0.432114,0.742549) 17-(0.354602,0.694084) 18-(0.396959,0.754297) 19-(0.410413,0.788117) 20-(0.404706,0.797346) 
133333#0-(0.428184,0.807013) 1-(0.484726,0.753502) 2-(0.51644,0.709957) 3-(0.550967,0.686223) 4-(0.572498,0.687045) 5-(0.447047,0.568128) 6-(0.471652,0.578154) 7-(0.4933,0.632694) 8-(0.503203,0.662594) 9-(0.406007,0.590388) 10-(0.453956,0.632276) 11-(0.476798,0.688641) 12-(0.482302,0.714317) 13-(0.380209,0.644883) 14-(0.428262,0.695256) 15-(0.451073,0.739898) 16-(0.458491,0.766916) 17-(0.368112,0.716336) 18-(0.407783,0.7831) 19-(0.426885,0.824732) 20-(0.433033,0.851247) 
166666#0-(0.467333,0.778468) 1-(0.495593,0.759363) 2-(0.513794,0.754642) 3-(0.525165,0.779281) 4-(0.527282,0.820743) 5-(0.458381,0.604041) 6-(0.524646,0.643572) 7-(0.544404,0.685205) 8-(0.542221,0.698554) 9-(0.441066,0.630889) 10-(0.516094,0.69902) 11-(0.528447,0.742762) 12-(0.517314,0.750375) 13-(0.435429,0.680671) 14-(0.495413,0.738862) 15-(0.506346,0.782835) 16-(0.49501,0.801321) 17-(0.437619,0.739376) 18-(0.465761,0.781173) 19-(0.472824,0.813605) 20-(0.469117,0.838492) 
200000#0-(0.467726,0.778539) 1-(0.500348,0.747636) 2-(0.527356,0.718421) 3-(0.547466,0.708968) 4-(0.567421,0.707642) 5-(0.496506,0.639615) 6-(0.534159,0.645516) 7-(0.561302,0.687092) 8-(0.579453,0.724391) 9-(0.47153,0.662173) 10-(0.512858,0.691393) 11-(0.54048,0.736806) 12-(0.553908,0.767311) 13-(0.451514,0.702871) 14-(0.484896,0.735386) 15-(0.509984,0.777228) 16-(0.523369,0.804511) 17-(0.435949,0.748244) 18-(0.455721,0.779764) 19-(0.473597,0.808278) 20-(0.485903,0.825314) 21-(0.490844,0.744136) 22-(0.497585,0.75998) 23-(0.501724,0.779822) 24-(0.501314,0.801231) 25-(0.497401,0.82363) 26-(0.475167,0.676012) 27-(0.525221,0.713669) 28-(0.550382,0.737908) 29-(0.556873,0.751771) 30-(0.476357,0.681928) 31-(0.524549,0.730696) 32-(0.546597,0.762299) 33-(0.544651,0.777101) 34-(0.481354,0.704873) 35-(0.514493,0.747067) 36-(0.534911,0.781537) 37-(0.534492,0.796502) 38-(0.489921,0.739639) 39-(0.501505,0.761165) 40-(0.507979,0.762061) 41-(0.504388,0.761089) 
233333#0-(0.476247,0.815628) 1-(0.518175,0.778254) 2-(0.542946,0.740872) 3-(0.556515,0.721012) 4-(0.572376,0.711264) 5-(0.515656,0.671807) 6-(0.549121,0.662076) 7-(0.579324,0.700455) 8-(0.596667,0.734752) 9-(0.491364,0.695285) 10-(0.53069,0.704431) 11-(0.5624,0.751731) 12-(0.576302,0.783302) 13-(0.472218,0.732422) 14-(0.505177,0.753335) 15-(0.535126,0.800856) 16-(0.549583,0.829005) 17-(0.456803,0.775813) 18-(0.484185,0.806528) 19-(0.509034,0.833964) 20-(0.522583,0.84865) 21-(0.490414,0.711254) 22-(0.48461,0.758585) 23-(0.487364,0.79255) 24-(0.49756,0.812551) 25-(0.507219,0.82709) 26-(0.479279,0.756227) 27-(0.493665,0.77678) 28-(0.50747,0.794294) 29-(0.519409,0.807598) 30-(0.488148,0.724379) 31-(0.509327,0.751342) 32-(0.526474,0.772313) 33-(0.540199,0.7854) 34-(0.499882,0.702978) 35-(0.521243,0.725011) 36-(0.537736,0.749921) 37-(0.549273,0.767696) 38-(0.510587,0.687396) 39-(0.526263,0.701455) 40-(0.538717,0.721035) 41-(0.547222,0.740035) 
266666#0-(0.511112,0.699058) 1-(0.499799,0.749236) 2-(0.497718,0.789956) 3-(0.501283,0.815235) 4-(0.504905,0.831621) 5-(0.48557,0.795434) 6-(0.494323,0.822796) 7-(0.503943,0.843522) 8-(0.512583,0.859002) 9-(0.490985,0.779134) 10-(0.509178,0.81247) 11-(0.527201,0.833151) 12-(0.540933,0.849094) 13-(0.50111,0.761191) 14-(0.520466,0.795035) 15-(0.538311,0.814032) 16-(0.552091,0.827816) 17-(0.51203,0.742025) 18-(0.528636,0.769139) 19-(0.540192,0.787652) 20-(0.548988,0.802713) 
300000#0-(0.496525,0.897915) 1-(0.561437,0.863701) 2-(0.601151,0.811721) 3-(0.634605,0.776195) 4-(0.661862,0.75581) 5-(0.574181,0.682351) 6-(0.623511,0.702893) 7-(0.634507,0.741564) 8-(0.635179,0.75377) 9-(0.544609,0.697081) 10-(0.618729,0.797358) 11-(0.607013,0.846062) 12-(0.57858,0.837396) 13-(0.522623,0.743846) 14-(0.591888,0.831826) 15-(0.578247,0.874049) 16-(0.550971,0.865444) 17-(0.502434,0.799193) 18-(0.56099,0.877452) 19-(0.550954,0.91249) 20-(0.524785,0.905012) 
333333#0-(0.515538,0.888705) 1-(0.573808,0.845211) 2-(0.613048,0.791931) 3-(0.647881,0.74593) 4-(0.674581,0.723269) 5-(0.58031,0.684562) 6-(0.634274,0.735878) 7-(0.636642,0.778927) 8-(0.62813,0.786293) 9-(0.549294,0.709637) 10-(0.626033,0.811807) 11-(0.616576,0.850392) 12-(0.591875,0.843522) 13-(0.528326,0.759973) 14-(0.600281,0.845489) 15-(0.590345,0.88239) 16-(0.566358,0.87489) 17-(0.510349,0.817951) 18-(0.564672,0.884832) 19-(0.557405,0.914629) 20-(0.535236,0.91094) 
