0#0-(0.244276,0.682647) 1-(0.298366,0.662984) 2-(0.360406,0.571464) 3-(0.40126,0.515363) 4-(0.451489,0.498809) 5-(0.323447,0.42146) 6-(0.330657,0.294791) 7-(0.334944,0.216404) 8-(0.335957,0.142469) 9-(0.283114,0.413974) 10-(0.3119,0.352912) 11-(0.309997,0.473318) 12-(0.293059,0.542407) 13-(0.240093,0.42066) 14-(0.267347,0.387539) 15-(0.266302,0.500171) 16-(0.250539,0.554233) 17-(0.193894,0.438889) 18-(0.212787,0.37853) 19-(0.219545,0.444797) 20-(0.211091,0.482804) 
33333#0-(0.247108,0.66965) 1-(0.299731,0.658973) 2-(0.361684,0.571935) 3-(0.4021,0.516349) 4-(0.449931,0.497094) 5-(0.325671,0.413991) 6-(0.332468,0.285801) 7-(0.336684,0.211581) 8-(0.337716,0.14057) 9-(0.284707,0.404998) 10-(0.314937,0.346695) 11-(0.31156,0.46608) 12-(0.29312,0.528618) 13-(0.240771,0.412879) 14-(0.268967,0.384673) 15-(0.268096,0.497651) 16-(0.251757,0.549107) 17-(0.194589,0.43299) 18-(0.212601,0.381447) 19-(0.22072,0.446411) 20-(0.213302,0.481786) 
66666#0-(0.247165,0.668496) 1-(0.298785,0.661171) 2-(0.361765,0.573941) 3-(0.402295,0.51789) 4-(0.450375,0.496993) 5-(0.326741,0.413958) 6-(0.335473,0.29008) 7-(0.341445,0.217973) 8-(0.344419,0.146571) 9-(0.28696,0.401871) 10-(0.319824,0.351264) 11-(0.314024,0.469954) 12-(0.294686,0.524868) 13-(0.244156,0.407227) 14-(0.274481,0.388705) 15-(0.27175,0.502311) 16-(0.254839,0.546274) 17-(0.198852,0.425634) 18-(0.221959,0.384696) 19-(0.22931,0.4569) 20-(0.220272,0.492017) 21-(0.439425,0.492082) 22-(0.453066,0.471969) 23-(0.463439,0.456061) 24-(0.471317,0.445955) 25-(0.474768,0.43105) 26-(0.472556,0.428573) 27-(0.485971,0.413081) 28-(0.492172,0.414715) 29-(0.493447,0.418913) 30-(0.471476,0.433536) 31-(0.490113,0.42524) 32-(0.495441,0.432707) 33-(0.496122,0.439434) 34-(0.46815,0.446504) 35-(0.484398,0.443451) 36-(0.487418,0.454425) 37-(0.48732,0.461987) 38-(0.462813,0.463231) 39-(0.475,0.46323) 40-(0.475478,0.470523) 41-(0.471814,0.474905) 
100000#0-(0.237408,0.675228) 1-(0.289486,0.675967) 2-(0.359033,0.577659) 3-(0.406015,0.517894) 4-(0.456788,0.499361) 5-(0.320046,0.410521) 6-(0.333193,0.290827) 7-(0.341287,0.222574) 8-(0.34707,0.145298) 9-(0.28143,0.406948) 10-(0.318697,0.352216) 11-(0.311508,0.484281) 12-(0.295253,0.517193) 13-(0.242467,0.416936) 14-(0.274975,0.385392) 15-(0.272704,0.513461) 16-(0.260127,0.543792) 17-(0.200176,0.439605) 18-(0.22599,0.39019) 19-(0.234243,0.469343) 20-(0.227112,0.492765) 
133333#0-(0.250301,0.652701) 1-(0.298336,0.657653) 2-(0.36388,0.575368) 3-(0.406062,0.520491) 4-(0.452481,0.500367) 5-(0.33039,0.411514) 6-(0.338415,0.289792) 7-(0.344634,0.216024) 8-(0.348459,0.147434) 9-(0.290786,0.399602) 10-(0.322364,0.344014) 11-(0.317581,0.462613) 12-(0.298019,0.52749) 13-(0.248432,0.406426) 14-(0.278929,0.379827) 15-(0.277467,0.494486) 16-(0.261045,0.548479) 17-(0.204389,0.426609) 18-(0.226881,0.38397) 19-(0.237324,0.453711) 20-(0.232356,0.493092) 21-(0.433681,0.493252) 22-(0.44953,0.466394) 23-(0.462834,0.448982) 24-(0.47407,0.439348) 25-(0.481402,0.428926) 26-(0.468916,0.424133) 27-(0.48965,0.406658) 28-(0.496897,0.410135) 29-(0.498283,0.415038) 30-(0.466689,0.432519) 31-(0.493626,0.427981) 32-(0.502567,0.435698) 33-(0.506043,0.441891) 34-(0.463339,0.449721) 35-(0.488464,0.452117) 36-(0.496915,0.46362) 37-(0.5005,0.471006) 38-(0.458457,0.471083) 39-(0.47741,0.476639) 40-(0.48214,0.484712) 41-(0.481866,0.48789) 
166666#0-(0.239864,0.65812) 1-(0.290934,0.66491) 2-(0.360161,0.572285) 3-(0.407634,0.513791) 4-(0.457622,0.499515) 5-(0.326509,0.410439) 6-(0.339492,0.293795) 7-(0.346436,0.2226) 8-(0.35088,0.148937) 9-(0.287381,0.404271) 10-(0.320651,0.352236) 11-(0.313892,0.475899) 12-(0.298523,0.522307) 13-(0.247248,0.414498) 14-(0.275919,0.387676) 15-(0.274042,0.508717) 16-(0.262517,0.547377) 17-(0.204594,0.437136) 18-(0.229762,0.402642) 19-(0.237376,0.485137) 20-(0.229695,0.51592) 
200000#0-(0.250637,0.647556) 1-(0.298078,0.654452) 2-(0.362673,0.574112) 3-(0.404752,0.519938) 4-(0.452317,0.500536) 5-(0.330895,0.410744) 6-(0.338189,0.29435) 7-(0.344741,0.22249) 8-(0.349903,0.154712) 9-(0.291729,0.398805) 10-(0.32356,0.349606) 11-(0.318452,0.464877) 12-(0.298811,0.525121) 13-(0.250238,0.404814) 14-(0.280164,0.383564) 15-(0.277576,0.493931) 16-(0.260111,0.544013) 17-(0.206608,0.422968) 18-(0.229446,0.382935) 19-(0.237927,0.451841) 20-(0.230132,0.489902) 21-(0.436452,0.499726) 22-(0.451793,0.474047) 23-(0.463329,0.45362) 24-(0.474048,0.440952) 25-(0.480481,0.429185) 26-(0.468467,0.421523) 27-(0.486047,0.398962) 28-(0.493459,0.401916) 29-(0.495701,0.408413) 30-(0.467818,0.430145) 31-(0.48918,0.420341) 32-(0.497181,0.429636) 33-(0.500686,0.439174) 34-(0.46549,0.449621) 35-(0.483053,0.446564) 36-(0.490283,0.458283) 37-(0.493657,0.467348) 38-(0.461261,0.474631) 39-(0.474661,0.476799) 40-(0.477687,0.483955) 41-(0.476408,0.487445) 
233333#0-(0.240038,0.650565) 1-(0.291895,0.660381) 2-(0.359933,0.571335) 3-(0.406259,0.514941) 4-(0.454893,0.503094) 5-(0.327862,0.408981) 6-(0.339602,0.295417) 7-(0.346105,0.222716) 8-(0.349896,0.148978) 9-(0.289155,0.40371) 10-(0.32109,0.351571) 11-(0.313681,0.475427) 12-(0.297247,0.525027) 13-(0.249646,0.414259) 14-(0.277068,0.384045) 15-(0.274716,0.505254) 16-(0.262579,0.54658) 17-(0.206998,0.436253) 18-(0.231376,0.401293) 19-(0.238184,0.483996) 20-(0.23021,0.515564) 
266666#0-(0.250579,0.647901) 1-(0.29614,0.656061) 2-(0.361248,0.572498) 3-(0.403796,0.516936) 4-(0.453013,0.497978) 5-(0.330246,0.412922) 6-(0.338687,0.29639) 7-(0.34443,0.221026) 8-(0.348225,0.151329) 9-(0.291752,0.398667) 10-(0.322905,0.353898) 11-(0.315912,0.470531) 12-(0.296075,0.533463) 13-(0.250203,0.402557) 14-(0.278531,0.383383) 15-(0.275048,0.493659) 16-(0.258725,0.545293) 17-(0.206181,0.41947) 18-(0.228192,0.382765) 19-(0.236789,0.453121) 20-(0.230536,0.494207) 
300000#0-(0.247246,0.646328) 1-(0.297874,0.655326) 2-(0.362816,0.578441) 3-(0.406671,0.52702) 4-(0.455491,0.506731) 5-(0.33003,0.416098) 6-(0.339498,0.295178) 7-(0.346856,0.218598) 8-(0.351562,0.149458) 9-(0.290756,0.401787) 10-(0.325152,0.34963) 11-(0.318786,0.46228) 12-(0.298122,0.524115) 13-(0.249085,0.404883) 14-(0.280455,0.381803) 15-(0.276997,0.490681) 16-(0.259273,0.542334) 17-(0.20559,0.419215) 18-(0.229482,0.387457) 19-(0.237031,0.459841) 20-(0.228229,0.500044) 21-(0.43472,0.499847) 22-(0.45162,0.472684) 23-(0.465896,0.454375) 24-(0.478213,0.441627) 25-(0.487688,0.42723) 26-(0.466372,0.424975) 27-(0.486173,0.4041) 28-(0.495994,0.406931) 29-(0.500394,0.413272) 30-(0.463219,0.432897) 31-(0.487523,0.424517) 32-(0.49992,0.432731) 33-(0.506993,0.441134) 34-(0.459392,0.45187) 35-(0.481655,0.451475) 36-(0.492743,0.463112) 37-(0.49865,0.471111) 38-(0.45454,0.476194) 39-(0.470797,0.48116) 40-(0.476026,0.489482) 41-(0.476489,0.492517) 
333333#0-(0.243067,0.653429) 1-(0.294656,0.659573) 2-(0.361075,0.572991) 3-(0.406726,0.515749) 4-(0.455275,0.504071) 5-(0.327427,0.41521) 6-(0.340718,0.299801) 7-(0.348149,0.226944) 8-(0.352624,0.152651) 9-(0.2888,0.407995) 10-(0.324228,0.356959) 11-(0.317137,0.477851) 12-(0.299203,0.526402) 13-(0.249058,0.416775) 14-(0.279941,0.388034) 15-(0.277554,0.507614) 16-(0.263438,0.550045) 17-(0.206697,0.437488) 18-(0.232938,0.403245) 19-(0.24095,0.483999) 20-(0.232624,0.516972) 
