0#0-(0.327022,0.746476) 1-(0.378281,0.697461) 2-(0.414675,0.600449) 3-(0.418719,0.520632) 4-(0.386477,0.473387) 5-(0.369872,0.460717) 6-(0.379771,0.370734) 7-(0.396397,0.445695) 8-(0.401031,0.509974) 9-(0.342578,0.466018) 10-(0.357194,0.378015) 11-(0.37661,0.476309) 12-(0.373304,0.54582) 13-(0.316202,0.488341) 14-(0.329505,0.401842) 15-(0.35693,0.493922) 16-(0.358921,0.568037) 17-(0.292336,0.522137) 18-(0.296855,0.419049) 19-(0.314223,0.360051) 20-(0.323122,0.310878) 
33333#0-(0.326632,0.710532) 1-(0.370379,0.702312) 2-(0.415141,0.623625) 3-(0.4199,0.552289) 4-(0.392475,0.501465) 5-(0.398796,0.46795) 6-(0.40977,0.385159) 7-(0.411965,0.461832) 8-(0.408012,0.527359) 9-(0.36373,0.464743) 10-(0.375621,0.386389) 11-(0.383362,0.486804) 12-(0.381752,0.550028) 13-(0.327414,0.479934) 14-(0.341469,0.406029) 15-(0.35722,0.497299) 16-(0.35842,0.561685) 17-(0.290619,0.507904) 18-(0.301763,0.422251) 19-(0.312756,0.375039) 20-(0.318709,0.327628) 
66666#0-(0.316298,0.682711) 1-(0.363446,0.681641) 2-(0.410516,0.643115) 3-(0.419711,0.593928) 4-(0.389858,0.544058) 5-(0.402159,0.444539) 6-(0.422964,0.407515) 7-(0.418302,0.486541) 8-(0.407876,0.54557) 9-(0.364311,0.432864) 10-(0.383935,0.425199) 11-(0.381334,0.523724) 12-(0.376255,0.576711) 13-(0.326694,0.448378) 14-(0.343796,0.453392) 15-(0.347696,0.546279) 16-(0.344944,0.598329) 17-(0.291833,0.482801) 18-(0.303903,0.414646) 19-(0.315886,0.372869) 20-(0.325465,0.335843) 
100000#0-(0.317407,0.682731) 1-(0.364583,0.686748) 2-(0.404962,0.670467) 3-(0.402499,0.650588) 4-(0.372981,0.618228) 5-(0.401825,0.446489) 6-(0.4196,0.452979) 7-(0.411869,0.545712) 8-(0.400421,0.611707) 9-(0.355854,0.42597) 10-(0.370851,0.458013) 11-(0.367304,0.57558) 12-(0.358714,0.641564) 13-(0.312579,0.442234) 14-(0.327929,0.493286) 15-(0.333911,0.599933) 16-(0.331954,0.65428) 17-(0.279103,0.477792) 18-(0.279114,0.471996) 19-(0.287508,0.484689) 20-(0.291423,0.485753) 
133333#0-(0.345191,0.597244) 1-(0.391087,0.613503) 2-(0.425956,0.617679) 3-(0.419544,0.650588) 4-(0.380525,0.678518) 5-(0.401754,0.446214) 6-(0.418029,0.497688) 7-(0.413566,0.597426) 8-(0.40627,0.651075) 9-(0.356221,0.444823) 10-(0.364124,0.499183) 11-(0.368351,0.61204) 12-(0.368984,0.660449) 13-(0.316341,0.472599) 14-(0.320235,0.546826) 15-(0.330507,0.649204) 16-(0.336008,0.690384) 17-(0.286181,0.515824) 18-(0.275589,0.577276) 19-(0.28296,0.634106) 20-(0.291509,0.660297) 
166666#0-(0.310103,0.656265) 1-(0.363628,0.649772) 2-(0.411707,0.641792) 3-(0.418108,0.673538) 4-(0.389811,0.718374) 5-(0.374061,0.463155) 6-(0.417758,0.536361) 7-(0.423694,0.635886) 8-(0.411228,0.68873) 9-(0.334415,0.470564) 10-(0.369463,0.535979) 11-(0.387908,0.649433) 12-(0.38267,0.700383) 13-(0.300442,0.514336) 14-(0.326157,0.600482) 15-(0.346595,0.696561) 16-(0.345275,0.732365) 17-(0.272681,0.579808) 18-(0.287165,0.680161) 19-(0.298501,0.743547) 20-(0.295087,0.768532) 
200000#0-(0.334511,0.609321) 1-(0.366221,0.624837) 2-(0.394242,0.649411) 3-(0.389521,0.718568) 4-(0.356042,0.785347) 5-(0.365667,0.492481) 6-(0.389499,0.588764) 7-(0.396804,0.693979) 8-(0.393974,0.749681) 9-(0.328303,0.500427) 10-(0.353193,0.613566) 11-(0.366904,0.725056) 12-(0.365479,0.768244) 13-(0.300019,0.542914) 14-(0.312395,0.659739) 15-(0.323146,0.763663) 16-(0.323455,0.802823) 17-(0.274854,0.606572) 18-(0.270831,0.723571) 19-(0.27086,0.79751) 20-(0.267187,0.828957) 
233333#0-(0.298847,0.688387) 1-(0.337636,0.686034) 2-(0.380649,0.663992) 3-(0.404797,0.653389) 4-(0.423401,0.653026) 5-(0.367409,0.527428) 6-(0.410221,0.592811) 7-(0.42625,0.669843) 8-(0.428959,0.722553) 9-(0.3314,0.526575) 10-(0.364873,0.657208) 11-(0.370672,0.73733) 12-(0.365329,0.769076) 13-(0.297072,0.560401) 14-(0.319661,0.681185) 15-(0.325245,0.738706) 16-(0.321349,0.758877) 17-(0.267102,0.603479) 18-(0.282885,0.702187) 19-(0.287275,0.748584) 20-(0.286993,0.766582) 21-(0.323953,0.524335) 22-(0.378196,0.562515) 23-(0.414153,0.620488) 24-(0.411433,0.712778) 25-(0.377239,0.79787) 26-(0.361272,0.534886) 27-(0.378074,0.648075) 28-(0.388829,0.735722) 29-(0.395446,0.78934) 30-(0.311264,0.565123) 31-(0.335275,0.692772) 32-(0.352339,0.780046) 33-(0.359049,0.818785) 34-(0.277147,0.608983) 35-(0.288522,0.733375) 36-(0.305173,0.819191) 37-(0.317226,0.857004) 38-(0.250688,0.659683) 39-(0.241118,0.773245) 40-(0.241251,0.839769) 41-(0.243072,0.87663) 
266666#0-(0.297536,0.707616) 1-(0.31078,0.719795) 2-(0.339098,0.739322) 3-(0.369084,0.781955) 4-(0.379113,0.806327) 5-(0.331844,0.584913) 6-(0.378202,0.697964) 7-(0.392653,0.766266) 8-(0.397935,0.798111) 9-(0.313079,0.574713) 10-(0.367967,0.741531) 11-(0.375081,0.824979) 12-(0.372393,0.847704) 13-(0.300209,0.601401) 14-(0.346377,0.776607) 15-(0.349921,0.846203) 16-(0.346337,0.853214) 17-(0.29132,0.654181) 18-(0.320346,0.766892) 19-(0.321194,0.807536) 20-(0.314508,0.812927) 
300000#0-(0.272759,0.733519) 1-(0.317717,0.710118) 2-(0.359181,0.697581) 3-(0.390953,0.705034) 4-(0.411879,0.724314) 5-(0.345008,0.588002) 6-(0.401302,0.625345) 7-(0.429411,0.687782) 8-(0.445178,0.7455) 9-(0.316243,0.605435) 10-(0.375548,0.676343) 11-(0.402927,0.750746) 12-(0.418577,0.805409) 13-(0.286839,0.646186) 14-(0.335906,0.728522) 15-(0.358428,0.794179) 16-(0.371256,0.839295) 17-(0.259905,0.699184) 18-(0.30237,0.769654) 19-(0.320346,0.809788) 20-(0.333041,0.835637) 21-(0.300683,0.58587) 22-(0.305638,0.572098) 23-(0.326363,0.576035) 24-(0.338682,0.593597) 25-(0.341249,0.612864) 26-(0.327059,0.581959) 27-(0.361088,0.664794) 28-(0.372991,0.72026) 29-(0.37626,0.755515) 30-(0.317716,0.600177) 31-(0.351499,0.704665) 32-(0.363164,0.768133) 33-(0.370486,0.804907) 34-(0.308939,0.628862) 35-(0.343072,0.723904) 36-(0.352002,0.785205) 37-(0.35689,0.81291) 38-(0.303714,0.650959) 39-(0.325072,0.73495) 40-(0.332971,0.774627) 41-(0.339252,0.791401) 
333333#0-(0.257158,0.705378) 1-(0.29914,0.634403) 2-(0.359068,0.64042) 3-(0.413387,0.676112) 4-(0.444241,0.716727) 5-(0.345357,0.593831) 6-(0.408537,0.690789) 7-(0.428863,0.761556) 8-(0.438708,0.805159) 9-(0.310306,0.636136) 10-(0.376931,0.768995) 11-(0.396361,0.825859) 12-(0.407748,0.847156) 13-(0.277668,0.690838) 14-(0.335201,0.811223) 15-(0.353946,0.84983) 16-(0.365167,0.86354) 17-(0.247182,0.752673) 18-(0.295474,0.842124) 19-(0.312671,0.868387) 20-(0.324744,0.881004) 21-(0.284843,0.636343) 22-(0.308334,0.613248) 23-(0.335696,0.626527) 24-(0.352593,0.659242) 25-(0.360991,0.691486) 26-(0.350779,0.601762) 27-(0.377808,0.640079) 28-(0.39734,0.672561) 29-(0.410369,0.696525) 30-(0.340085,0.627495) 31-(0.368528,0.671478) 32-(0.385647,0.703867) 33-(0.398808,0.72638) 34-(0.328741,0.657193) 35-(0.349043,0.706303) 36-(0.347011,0.710899) 37-(0.343578,0.707662) 38-(0.317072,0.68775) 39-(0.333876,0.724146) 40-(0.331433,0.725927) 41-(0.326917,0.722802) 
366666#0-(0.240233,0.725945) 1-(0.294199,0.630281) 2-(0.368,0.641151) 3-(0.433247,0.710137) 4-(0.461349,0.76374) 5-(0.356504,0.619171) 6-(0.431034,0.7456) 7-(0.432781,0.789524) 8-(0.425241,0.789275) 9-(0.327102,0.684607) 10-(0.406495,0.829277) 11-(0.40651,0.8559) 12-(0.39749,0.841407) 13-(0.297195,0.752994) 14-(0.374407,0.884285) 15-(0.378539,0.904674) 16-(0.370724,0.889888) 17-(0.271442,0.821303) 18-(0.331232,0.921497) 19-(0.344423,0.946131) 20-(0.347271,0.949558) 
400000#0-(0.248388,0.714041) 1-(0.286771,0.642297) 2-(0.361071,0.643724) 3-(0.421439,0.711063) 4-(0.445691,0.762772) 5-(0.351962,0.62984) 6-(0.434596,0.716122) 7-(0.443605,0.754726) 8-(0.442373,0.758396) 9-(0.325463,0.7106) 10-(0.420639,0.815506) 11-(0.422411,0.837235) 12-(0.413538,0.826667) 13-(0.304683,0.792312) 14-(0.397996,0.888725) 15-(0.403791,0.89996) 16-(0.395235,0.889644) 17-(0.289536,0.866056) 18-(0.361153,0.932852) 19-(0.376887,0.947425) 20-(0.38282,0.94742) 
433333#0-(0.243153,0.7567) 1-(0.276419,0.66884) 2-(0.352549,0.661724) 3-(0.416512,0.722254) 4-(0.439503,0.780032) 5-(0.35351,0.632003) 6-(0.450082,0.71679) 7-(0.440933,0.744221) 8-(0.420057,0.732152) 9-(0.333717,0.721669) 10-(0.44235,0.817874) 11-(0.426483,0.829352) 12-(0.401284,0.80533) 13-(0.316605,0.814406) 14-(0.423288,0.894986) 15-(0.413957,0.896599) 16-(0.391028,0.878564) 17-(0.304154,0.895961) 18-(0.39105,0.943197) 19-(0.400656,0.949848) 20-(0.399607,0.944383) 
466666#0-(0.228359,0.80655) 1-(0.268457,0.705425) 2-(0.348251,0.671253) 3-(0.420014,0.708439) 4-(0.453034,0.748483) 5-(0.329391,0.646591) 6-(0.436388,0.699315) 7-(0.435329,0.73688) 8-(0.418902,0.731877) 9-(0.312142,0.736945) 10-(0.438551,0.793375) 11-(0.432897,0.826579) 12-(0.409914,0.819123) 13-(0.304423,0.830909) 14-(0.422618,0.870393) 15-(0.425786,0.890945) 16-(0.407955,0.888391) 17-(0.303848,0.915106) 18-(0.391747,0.928449) 19-(0.428498,0.938145) 20-(0.453283,0.934141) 
500000#0-(0.239898,0.856763) 1-(0.259567,0.748748) 2-(0.325692,0.670122) 3-(0.394639,0.653239) 4-(0.435646,0.645748) 5-(0.323096,0.658713) 6-(0.416293,0.657295) 7-(0.422213,0.68943) 8-(0.411847,0.699075) 9-(0.32519,0.734788) 10-(0.428277,0.728577) 11-(0.430924,0.762439) 12-(0.417057,0.774475) 13-(0.329868,0.813496) 14-(0.424906,0.80008) 15-(0.43153,0.818893) 16-(0.423082,0.831851) 17-(0.338644,0.886531) 18-(0.409044,0.867013) 19-(0.427972,0.869826) 20-(0.437306,0.875192) 
