0#0-(0.344568,0.673466) 1-(0.392404,0.710588) 2-(0.426305,0.720721) 3-(0.41422,0.709257) 4-(0.390433,0.690393) 5-(0.443589,0.527326) 6-(0.458187,0.492681) 7-(0.462684,0.472528) 8-(0.458198,0.459217) 9-(0.407779,0.489033) 10-(0.416006,0.487811) 11-(0.402876,0.580613) 12-(0.389393,0.645725) 13-(0.369432,0.490701) 14-(0.370641,0.512345) 15-(0.368141,0.604601) 16-(0.365341,0.663203) 17-(0.335771,0.50773) 18-(0.334826,0.493173) 19-(0.335871,0.507272) 20-(0.335649,0.515267) 
33333#0-(0.3564,0.650746) 1-(0.394848,0.669672) 2-(0.418856,0.693767) 3-(0.434755,0.727578) 4-(0.441718,0.774351) 5-(0.444568,0.543058) 6-(0.470059,0.660148) 7-(0.470492,0.748424) 8-(0.466609,0.816105) 9-(0.404755,0.524271) 10-(0.429417,0.664064) 11-(0.428827,0.769345) 12-(0.426085,0.840076) 13-(0.364684,0.538343) 14-(0.381237,0.672969) 15-(0.384907,0.774836) 16-(0.387071,0.842784) 17-(0.326688,0.573369) 18-(0.337012,0.6827) 19-(0.343696,0.757815) 20-(0.351604,0.802267) 21-(0.358035,0.739749) 22-(0.41622,0.763712) 23-(0.460155,0.776903) 24-(0.452493,0.805145) 25-(0.405649,0.82418) 26-(0.447935,0.547541) 27-(0.470989,0.635144) 28-(0.461944,0.771843) 29-(0.446119,0.834471) 30-(0.393491,0.532368) 31-(0.415691,0.6377) 32-(0.416159,0.784435) 33-(0.40439,0.833293) 34-(0.345361,0.562567) 35-(0.354653,0.68072) 36-(0.361933,0.806072) 37-(0.358465,0.842541) 38-(0.306388,0.619334) 39-(0.308491,0.739044) 40-(0.311946,0.819602) 41-(0.310359,0.837318) 
66666#0-(0.359498,0.710748) 1-(0.411796,0.724822) 2-(0.451647,0.762877) 3-(0.447718,0.823644) 4-(0.414442,0.86469) 5-(0.437382,0.600417) 6-(0.464189,0.711148) 7-(0.461462,0.813295) 8-(0.451213,0.85692) 9-(0.383185,0.602353) 10-(0.411521,0.742687) 11-(0.411571,0.84009) 12-(0.403389,0.857569) 13-(0.336795,0.635834) 14-(0.353284,0.775466) 15-(0.358387,0.850712) 16-(0.358019,0.862383) 17-(0.298321,0.687582) 18-(0.306088,0.80816) 19-(0.307821,0.860318) 20-(0.306811,0.87114) 
100000#0-(0.388835,0.574311) 1-(0.389762,0.655805) 2-(0.39719,0.744065) 3-(0.382832,0.837099) 4-(0.363285,0.90451) 5-(0.38767,0.651582) 6-(0.401308,0.801895) 7-(0.41046,0.924831) 8-(0.413379,0.998151) 9-(0.376372,0.647084) 10-(0.393578,0.807786) 11-(0.402363,0.933152) 12-(0.403184,0.998512) 13-(0.369347,0.661462) 14-(0.377986,0.811) 15-(0.38618,0.918913) 16-(0.393373,0.973384) 17-(0.363372,0.683541) 18-(0.358243,0.809307) 19-(0.357273,0.895186) 20-(0.3598,0.947256) 
133333#0-(0.298966,0.713742) 1-(0.369893,0.683406) 2-(0.438566,0.705091) 3-(0.473305,0.763553) 4-(0.481715,0.836854) 5-(0.435604,0.670213) 6-(0.490293,0.783904) 7-(0.489643,0.86904) 8-(0.477763,0.901877) 9-(0.399107,0.698314) 10-(0.449062,0.835) 11-(0.447659,0.919672) 12-(0.441464,0.951548) 13-(0.358652,0.739121) 14-(0.404654,0.854905) 15-(0.402432,0.93471) 16-(0.39626,0.96579) 17-(0.321209,0.783226) 18-(0.344517,0.878009) 19-(0.347809,0.932367) 20-(0.352912,0.95524) 
166666#0-(0.319064,0.742749) 1-(0.380841,0.721461) 2-(0.441972,0.766961) 3-(0.473839,0.838912) 4-(0.475529,0.897084) 5-(0.430754,0.715933) 6-(0.481345,0.837135) 7-(0.484915,0.912151) 8-(0.47961,0.937038) 9-(0.392599,0.741642) 10-(0.445602,0.878927) 11-(0.454293,0.952348) 12-(0.452762,0.976659) 13-(0.353258,0.78221) 14-(0.402766,0.905026) 15-(0.414641,0.971838) 16-(0.415666,0.998099) 17-(0.317771,0.82926) 18-(0.350008,0.918226) 19-(0.365232,0.974043) 20-(0.375096,1.00078) 
200000#0-(0.318256,0.775306) 1-(0.37392,0.749841) 2-(0.452219,0.808495) 3-(0.504317,0.912899) 4-(0.522928,0.992575) 5-(0.440762,0.752951) 6-(0.505928,0.907115) 7-(0.498504,0.952324) 8-(0.483765,0.95541) 9-(0.400444,0.798562) 10-(0.474542,0.963673) 11-(0.47513,1.00652) 12-(0.468831,1.0094) 13-(0.362061,0.856849) 14-(0.432811,0.996764) 15-(0.424217,1.00365) 16-(0.408738,0.987408) 17-(0.335306,0.912142) 18-(0.390202,1.00921) 19-(0.390403,1.01492) 20-(0.38416,1.00482) 
233333#0-(0.324468,0.81858) 1-(0.379242,0.762903) 2-(0.452835,0.801804) 3-(0.500568,0.891424) 4-(0.522268,0.965977) 5-(0.458666,0.782135) 6-(0.523173,0.890979) 7-(0.531045,0.938821) 8-(0.524915,0.951944) 9-(0.432851,0.840045) 10-(0.503727,0.972346) 11-(0.523333,1.02642) 12-(0.532801,1.05198) 13-(0.403162,0.903181) 14-(0.466973,1.01671) 15-(0.472816,1.03109) 16-(0.472721,1.03435) 17-(0.376404,0.960425) 18-(0.42436,1.02349) 19-(0.431728,1.03043) 20-(0.434603,1.0314) 
266666#0-(0.334362,0.85234) 1-(0.38573,0.780243) 2-(0.460841,0.779884) 3-(0.513509,0.841518) 4-(0.523782,0.911537) 5-(0.47311,0.770939) 6-(0.573586,0.872493) 7-(0.549448,0.892511) 8-(0.519758,0.863194) 9-(0.461806,0.838682) 10-(0.565672,0.943249) 11-(0.535355,0.9531) 12-(0.503362,0.925863) 13-(0.444442,0.90837) 14-(0.543388,1.00016) 15-(0.512234,1.00181) 16-(0.479431,0.979115) 17-(0.427444,0.975494) 18-(0.501113,1.02957) 19-(0.481584,1.02708) 20-(0.456097,1.01072) 
300000#0-(0.304031,0.923458) 1-(0.346818,0.825971) 2-(0.424772,0.799352) 3-(0.487931,0.848806) 4-(0.521254,0.909916) 5-(0.450387,0.736465) 6-(0.555115,0.819098) 7-(0.534583,0.868486) 8-(0.503117,0.862141) 9-(0.445996,0.812428) 10-(0.551129,0.908561) 11-(0.527043,0.947767) 12-(0.499357,0.93399) 13-(0.435969,0.896427) 14-(0.533175,0.970484) 15-(0.512842,1.00162) 16-(0.484636,0.998785) 17-(0.425948,0.976337) 18-(0.50327,1.00861) 19-(0.502764,1.0249) 20-(0.492813,1.02256) 21-(0.487542,0.858821) 22-(0.49456,0.773964) 23-(0.509738,0.750119) 24-(0.516595,0.752873) 25-(0.519334,0.763887) 26-(0.559875,0.804665) 27-(0.568619,0.823507) 28-(0.544482,0.821218) 29-(0.521906,0.814739) 30-(0.564327,0.86845) 31-(0.566594,0.876389) 32-(0.540045,0.87574) 33-(0.522658,0.874863) 34-(0.557706,0.918585) 35-(0.560147,0.922045) 36-(0.536557,0.916743) 37-(0.520471,0.915774) 38-(0.547513,0.957896) 39-(0.542044,0.95528) 40-(0.525621,0.952154) 41-(0.515709,0.954395) 
333333#0-(0.316469,0.941981) 1-(0.364504,0.823698) 2-(0.425573,0.758717) 3-(0.481062,0.742004) 4-(0.507678,0.76629) 5-(0.447628,0.713964) 6-(0.556453,0.74826) 7-(0.542229,0.805335) 8-(0.506242,0.817299) 9-(0.442437,0.782654) 10-(0.558713,0.829801) 11-(0.538921,0.88019) 12-(0.504052,0.874305) 13-(0.440485,0.858218) 14-(0.551318,0.885452) 15-(0.534429,0.924843) 16-(0.500677,0.921989) 17-(0.44152,0.929967) 18-(0.526703,0.940919) 19-(0.554168,0.951108) 20-(0.564832,0.941787) 21-(0.521717,0.83684) 22-(0.521987,0.913393) 23-(0.510922,0.952124) 24-(0.505935,0.957679) 25-(0.501989,0.949931) 26-(0.553562,0.898784) 27-(0.510123,0.916391) 28-(0.476939,0.913428) 29-(0.449935,0.90699) 30-(0.556195,0.838558) 31-(0.49498,0.845395) 32-(0.45611,0.851242) 33-(0.430794,0.854399) 34-(0.549942,0.787288) 35-(0.487398,0.788294) 36-(0.451491,0.797627) 37-(0.429049,0.808472) 38-(0.541833,0.743821) 39-(0.494036,0.734025) 40-(0.463324,0.737399) 41-(0.443202,0.747645) 
