0#0-(0.32194,0.522613) 1-(0.357308,0.534912) 2-(0.389518,0.530424) 3-(0.394301,0.519558) 4-(0.376774,0.486317) 5-(0.399397,0.37917) 6-(0.418377,0.361717) 7-(0.412201,0.417903) 8-(0.402574,0.457435) 9-(0.370846,0.363402) 10-(0.386666,0.339673) 11-(0.383856,0.411561) 12-(0.379012,0.454082) 13-(0.342114,0.367538) 14-(0.353287,0.35982) 15-(0.353214,0.427523) 16-(0.349957,0.469835) 17-(0.317736,0.387605) 18-(0.311566,0.34418) 19-(0.308694,0.329058) 20-(0.306366,0.317137) 
33333#0-(0.324453,0.565315) 1-(0.355231,0.553127) 2-(0.380095,0.530703) 3-(0.386848,0.52639) 4-(0.379404,0.520148) 5-(0.358177,0.381847) 6-(0.380421,0.42742) 7-(0.386345,0.506197) 8-(0.382817,0.558475) 9-(0.331342,0.376894) 10-(0.359109,0.435648) 11-(0.366072,0.522954) 12-(0.358466,0.570795) 13-(0.30971,0.403533) 14-(0.332039,0.463302) 15-(0.339769,0.538816) 16-(0.336168,0.576319) 17-(0.292939,0.4469) 18-(0.294729,0.479316) 19-(0.300188,0.521277) 20-(0.301202,0.544677) 
66666#0-(0.326734,0.522463) 1-(0.353386,0.516482) 2-(0.374685,0.518116) 3-(0.37585,0.549615) 4-(0.362968,0.567173) 5-(0.362593,0.395742) 6-(0.381307,0.4645) 7-(0.383478,0.543576) 8-(0.378984,0.585639) 9-(0.335291,0.395195) 10-(0.353365,0.46698) 11-(0.35836,0.549805) 12-(0.352738,0.584857) 13-(0.312654,0.419303) 14-(0.323111,0.484035) 15-(0.329831,0.558636) 16-(0.327914,0.586455) 17-(0.29394,0.45675) 18-(0.287935,0.501477) 19-(0.286992,0.549544) 20-(0.283637,0.571304) 
100000#0-(0.316943,0.497889) 1-(0.30896,0.514016) 2-(0.31294,0.531331) 3-(0.326518,0.553472) 4-(0.343782,0.57455) 5-(0.306632,0.42858) 6-(0.316098,0.4769) 7-(0.316936,0.52844) 8-(0.317023,0.568025) 9-(0.319576,0.419871) 10-(0.342479,0.489343) 11-(0.352109,0.555803) 12-(0.356599,0.602262) 13-(0.334105,0.432136) 14-(0.357832,0.511408) 15-(0.364785,0.570435) 16-(0.365515,0.60997) 17-(0.344318,0.453545) 18-(0.363775,0.511699) 19-(0.371183,0.551473) 20-(0.37035,0.572926) 21-(0.321589,0.530874) 22-(0.362533,0.516532) 23-(0.394316,0.506991) 24-(0.401238,0.523176) 25-(0.384311,0.546994) 26-(0.36134,0.403708) 27-(0.383903,0.475353) 28-(0.38826,0.562188) 29-(0.382713,0.608184) 30-(0.323919,0.410116) 31-(0.343401,0.479262) 32-(0.355237,0.565123) 33-(0.353315,0.609958) 34-(0.292502,0.439069) 35-(0.302712,0.495452) 36-(0.318407,0.571675) 37-(0.322517,0.607097) 38-(0.266232,0.482843) 39-(0.252133,0.520448) 40-(0.257119,0.558774) 41-(0.258603,0.578246) 
133333#0-(0.324746,0.48627) 1-(0.288637,0.508711) 2-(0.274567,0.532335) 3-(0.271717,0.585326) 4-(0.278105,0.640725) 5-(0.279789,0.441875) 6-(0.290336,0.525705) 7-(0.304802,0.606071) 8-(0.31065,0.650776) 9-(0.306907,0.42993) 10-(0.32202,0.514632) 11-(0.330741,0.602838) 12-(0.328682,0.644374) 13-(0.337074,0.437754) 14-(0.350831,0.50865) 15-(0.354176,0.592086) 16-(0.348999,0.629214) 17-(0.3619,0.462676) 18-(0.374768,0.524183) 19-(0.372834,0.58347) 20-(0.364022,0.612827) 
166666#0-(0.336744,0.521762) 1-(0.328737,0.546127) 2-(0.32704,0.574008) 3-(0.32716,0.613632) 4-(0.332594,0.632298) 5-(0.293238,0.477652) 6-(0.302985,0.552094) 7-(0.314769,0.617788) 8-(0.320959,0.658405) 9-(0.303212,0.457316) 10-(0.325031,0.55903) 11-(0.33526,0.629924) 12-(0.337219,0.657456) 13-(0.31821,0.458875) 14-(0.341286,0.572258) 15-(0.350383,0.633919) 16-(0.352428,0.654245) 17-(0.332455,0.478781) 18-(0.349474,0.556762) 19-(0.357154,0.595759) 20-(0.358515,0.610393) 21-(0.316709,0.508091) 22-(0.360288,0.513179) 23-(0.392097,0.513129) 24-(0.399948,0.544565) 25-(0.389993,0.578995) 26-(0.352237,0.405254) 27-(0.37463,0.480715) 28-(0.387656,0.576057) 29-(0.392084,0.640014) 30-(0.309686,0.424209) 31-(0.335548,0.504763) 32-(0.354544,0.608257) 33-(0.361778,0.670303) 34-(0.276194,0.462334) 35-(0.291543,0.530124) 36-(0.315043,0.625598) 37-(0.329641,0.683279) 38-(0.250175,0.50859) 39-(0.234106,0.542764) 40-(0.241346,0.588596) 41-(0.248346,0.617285) 
200000#0-(0.323261,0.56116) 1-(0.340501,0.544301) 2-(0.352776,0.540895) 3-(0.352695,0.552074) 4-(0.353937,0.563228) 5-(0.318216,0.477147) 6-(0.340408,0.51058) 7-(0.357053,0.5496) 8-(0.367155,0.578382) 9-(0.298868,0.489468) 10-(0.328324,0.550738) 11-(0.349684,0.608562) 12-(0.361644,0.64359) 13-(0.285765,0.514566) 14-(0.316574,0.583387) 15-(0.324972,0.620661) 16-(0.327099,0.634388) 17-(0.276237,0.542707) 18-(0.299899,0.593783) 19-(0.305663,0.622119) 20-(0.304709,0.631862) 21-(0.309025,0.463232) 22-(0.267045,0.520214) 23-(0.248923,0.578007) 24-(0.254665,0.638389) 25-(0.273209,0.684151) 26-(0.252864,0.498345) 27-(0.275504,0.587595) 28-(0.307534,0.67047) 29-(0.328849,0.728101) 30-(0.292044,0.46512) 31-(0.324466,0.573346) 32-(0.345219,0.663703) 33-(0.349215,0.718573) 34-(0.332869,0.451719) 35-(0.362864,0.543075) 36-(0.37522,0.628052) 37-(0.374619,0.673841) 38-(0.367686,0.457021) 39-(0.393387,0.517108) 40-(0.397918,0.570405) 41-(0.394036,0.602609) 
233333#0-(0.28678,0.509974) 1-(0.3085,0.520533) 2-(0.328578,0.538502) 3-(0.341206,0.556925) 4-(0.355265,0.570506) 5-(0.315913,0.512449) 6-(0.339122,0.527254) 7-(0.352926,0.552571) 8-(0.364232,0.575) 9-(0.305779,0.526726) 10-(0.338677,0.561199) 11-(0.354837,0.602485) 12-(0.368798,0.630304) 13-(0.298209,0.543793) 14-(0.336201,0.588624) 15-(0.354641,0.619767) 16-(0.368841,0.6376) 17-(0.29102,0.555342) 18-(0.316466,0.591572) 19-(0.331503,0.6158) 20-(0.342333,0.629389) 21-(0.239762,0.525564) 22-(0.26815,0.52651) 23-(0.309297,0.57501) 24-(0.345605,0.6243) 25-(0.372134,0.666637) 26-(0.30999,0.48668) 27-(0.363979,0.585364) 28-(0.380264,0.64074) 29-(0.384573,0.67089) 30-(0.304426,0.485754) 31-(0.354616,0.59719) 32-(0.36926,0.663843) 33-(0.376128,0.696696) 34-(0.297147,0.506191) 35-(0.342843,0.615371) 36-(0.356887,0.675055) 37-(0.36288,0.702598) 38-(0.290071,0.543341) 39-(0.333408,0.61555) 40-(0.347349,0.657907) 41-(0.35448,0.686651) 
266666#0-(0.237342,0.552595) 1-(0.279067,0.503371) 2-(0.325078,0.510148) 3-(0.358616,0.558749) 4-(0.377461,0.600318) 5-(0.314375,0.489324) 6-(0.362257,0.513529) 7-(0.391596,0.556666) 8-(0.412625,0.591096) 9-(0.29283,0.528071) 10-(0.341779,0.586226) 11-(0.370975,0.635552) 12-(0.387628,0.671528) 13-(0.272711,0.575822) 14-(0.321006,0.643688) 15-(0.351758,0.68157) 16-(0.369527,0.704142) 17-(0.256018,0.628579) 18-(0.295321,0.681936) 19-(0.320394,0.707713) 20-(0.336973,0.722672) 
300000#0-(0.240668,0.578515) 1-(0.278731,0.524859) 2-(0.336498,0.52543) 3-(0.383627,0.558416) 4-(0.407228,0.5866) 5-(0.335552,0.498714) 6-(0.399266,0.572591) 7-(0.407538,0.615132) 8-(0.404315,0.631513) 9-(0.312716,0.548188) 10-(0.388623,0.637333) 11-(0.39096,0.674598) 12-(0.381498,0.681584) 13-(0.291818,0.606633) 14-(0.365002,0.686553) 15-(0.373743,0.716664) 16-(0.370236,0.725221) 17-(0.277249,0.668909) 18-(0.335934,0.732373) 19-(0.368026,0.769233) 20-(0.392363,0.7914) 
333333#0-(0.231266,0.608055) 1-(0.261384,0.537887) 2-(0.311829,0.518975) 3-(0.357666,0.532939) 4-(0.386017,0.557529) 5-(0.322507,0.506831) 6-(0.395725,0.557117) 7-(0.413532,0.588151) 8-(0.41343,0.599585) 9-(0.310234,0.556109) 10-(0.393417,0.610425) 11-(0.406029,0.63833) 12-(0.402203,0.644031) 13-(0.294953,0.615444) 14-(0.375064,0.665564) 15-(0.390167,0.685253) 16-(0.388897,0.686648) 17-(0.281351,0.678052) 18-(0.340986,0.71566) 19-(0.366995,0.731665) 20-(0.381057,0.734682) 
